Track ID,Artist Name,Track Name,Danceability,Energy,Loudness,Valence,Tempo,Popularity
4byXh93siQtzKLdjKuJaAF,Hozier,No Plan,0.456,0.75,-4.609,0.564,80.019,68
5R2pz8i4k4bvRAqiIFXzKz,Future,Faceshot,0.802,0.833,-4.234,0.132,165.97,68
0BDDB65zAWJ1nQYyIgnZcj,NAV,Snap,0.766,0.359,-9.491,0.202,172.0,68
7HNhyjMiTMDDDJixTS0yn0,Ugly God,Hello (feat. Lil Pump),0.926,0.519,-3.723,0.361,142.096,68
4bE3cBcwAe7T5SklvbkiYZ,I Prevail,Breaking Down,0.503,0.568,-7.182,0.0705,126.935,68
0q7LGcVSpsIoSbjChtZ8lI,Drake,Uptown (feat. Bun B & Lil Wayne),0.416,0.824,-3.075,0.417,85.433,68
2AoyIsLRZQ0UhedzzhnbKz,The Lumineers,Gloria,0.523,0.714,-6.021,0.659,78.211,68
5TTLIG6IKMMcLR3iLYHHYb,2 Chainz,"2 Dollar Bill (feat. Lil Wayne, E-40)",0.852,0.739,-4.692,0.668,101.019,68
4kgZoTVXtWLcDgs0M5Coiz,Fuerza Regida,El Dinero Los Cambio,0.749,0.73,-3.096,0.958,115.438,68
7l6LAnuiX2o48fwUQIhDNv,NAV,Tension,0.744,0.518,-7.592,0.339,141.971,68
59VNspSnCfoeGyNTGcSgsh,Aminé,BLACKJACK (feat. YBN Cordae) - Remix,0.959,0.583,-6.064,0.887,130.979,67
3UebVboi5nMHLgja4UrZaG,Boogie,Silent Ride,0.676,0.619,-6.89,0.309,96.045,67
1wX1DO1MBKec6DeWpTe6fM,YNW Melly,Rolling Loud,0.764,0.474,-9.09,0.151,132.005,67
5icbZiF6lcuEORG0UzMsS2,I Prevail,Every Time You Leave,0.473,0.749,-5.047,0.167,150.022,67
4Mh7CPtUTbF72KSFxlUn13,NAV,Rack In My Sleep (feat. 88GLAM),0.832,0.645,-5.065,0.203,145.109,67
0QorFiIXq63UHjwub6K8uF,88GLAM,Lil Boat (feat. Lil Yachty) - Remix,0.787,0.691,-4.261,0.573,150.07,67
1EFPehJv13my9zvLFzGE8Z,Flume,Ecdysis,0.541,0.739,-6.198,0.212,118.903,67
47cElLEwnbplOSL5iHeu4o,GRAVEDGR,KAMIKAZE,0.744,0.801,-5.161,0.198,140.07,67
03Q1Tz2OxlA3sRrbXxmG3V,NAV,Why You Crying Mama,0.74,0.454,-7.521,0.412,76.507,67
2WOxBv9WElDqB0opEAbCC4,XXXTENTACION,Touch Eem Body,0.726,0.419,-11.895,0.0644,129.786,67
4eCyLaMgnZkgWJnFuXJgV8,Steven Goldmund,Accomplishment,0.129,0.136,-22.947,0.0333,177.075,67
37zuIvk4KBkAxxLJsxJaHq,Hozier,Would That I,0.521,0.526,-6.032,0.502,130.694,67
2jVLwzrzKVhcI8UmVonVas,Solange,Way to the Show,0.594,0.71,-4.058,0.558,80.095,67
63wj9nAxfTgNSOh4szh24w,NLE Choppa,I Don't Need No Help,0.792,0.75,-4.359,0.593,164.948,67
2jXpiTuwwWbCSvpkKwCfwc,2 Chainz,NCAA,0.839,0.641,-5.837,0.462,120.037,67
6cZ7aS2UC3hfUyqJhwHb4G,Summer Walker,Grave,0.653,0.468,-12.101,0.199,96.931,67
2by0pYpb2dx0pbEkP4T4ve,Russ,Missin You Crazy - Acoustic,0.686,0.276,-12.85,0.681,131.854,67
4XzgjxGKqULifVf7mnDIQK,Olivia O'Brien,Love Myself,0.653,0.621,-5.721,0.466,100.006,67
0uY8iUh4kIITAKwz3zCEWI,JTres,El 7 De Fontana,0.75,0.632,-5.428,0.968,115.632,67
4L9l5x0WuzNtyEBeqzvgPE,Maggie Rogers,Overnight,0.479,0.667,-5.429,0.734,177.958,67
1vf9F2n3KbuMQrTq36QLJH,Offset,Underrated,0.941,0.501,-8.337,0.412,105.965,67
7dENhnDxTHnzGtpMrsJ72w,I Prevail,Paranoid,0.558,0.793,-6.861,0.457,75.999,67
6M8qU2rDpeRQLE88DF2xtq,Broods,Peach,0.688,0.738,-4.831,0.251,111.013,67
1Ttu4TYbFIXYDFzOgfVedO,Flume,How To Build A Relationship,0.765,0.814,-3.399,0.628,103.023,67
5vSH6QgQ4WYVf99LASBSXi,Logic,By The Bridge,0.575,0.696,-4.687,0.282,175.993,67
7xyiNzgTaaohnXHjKO4TXp,2 Chainz,Statute Of Limitations,0.834,0.526,-5.209,0.259,179.945,67
2h8szyWmfavIbiWm0KWpB0,Florida Georgia Line,Can’t Hide Red,0.514,0.864,-3.246,0.471,94.927,67
0jF4xsiVd8AQoIEUmn7KLt,Solange,Things I Imagined,0.391,0.192,-11.243,0.039,75.535,67
4FDSPGncHRpr6yB8DD4CtI,Drake,Let’s Call It Off (feat. Peter Bjorn and John),0.79,0.731,-4.607,0.938,127.403,67
4HfaOznGhHYWqPtpLYz2PB,Future,Rocket Ship,0.953,0.38,-4.941,0.128,133.941,67
3803fF96TYnzkSMA0M0L5H,Solange,Down With the Clique,0.664,0.459,-7.335,0.356,99.765,67
6KjTXwntv8paBCL3El9TnV,Above & Beyond,Sahara Love - Seven Lions Remix,0.275,0.659,-5.631,0.149,144.908,67
7ze7X8r4fopBs9ZRtwYFOX,Local Natives,When Am I Gonna Lose You,0.452,0.834,-4.657,0.514,142.088,67
6SIR9Zx1I9VaFDPj99z9JW,EARTHGANG,Proud Of U (feat. Young Thug),0.775,0.516,-5.924,0.419,78.022,67
1aSd69BNiOKdT1AUJzsNhN,Melii,Slow For Me (feat. Tory Lanez),0.723,0.789,-6.819,0.446,99.908,67
524wvipGqxPKYWxkjf9y46,Drake,Little Bit (feat. Lykke Li),0.758,0.888,-4.899,0.771,120.392,67
41quh2FVZsAoj1LqqLEpTj,Mallrat,Nobody's Home,0.623,0.643,-5.478,0.535,111.01,67
43eGOMROgyl9EhKHBMgtim,Comethazine,HIPPOPOTAMUS,0.805,0.778,-6.279,0.969,139.828,67
1HYnjKqSSHh1tdl2Hi57zH,Hozier,"Wasteland, Baby!",0.427,0.407,-9.665,0.244,168.844,67
00BNT97AtJ5aB8SSsE5xGH,2 Chainz,Threat 2 Society,0.617,0.779,-5.084,0.887,83.332,67
4zMmqb0pYwX6b0qc0slCoT,Tierra Whack,Only Child,0.826,0.365,-7.024,0.802,85.244,67
6B4KWBeFdHrpVezjTqggWr,DaBaby,Taking It Out,0.802,0.738,-5.287,0.484,151.07,67
5tCtCqWcXBf7eoIunSxlO8,Hozier,Dinner & Diatribes,0.499,0.769,-5.576,0.333,110.835,67
1C4bLgUJIKJroNvSU0hz1R,SwuM,The Dream,0.637,0.571,-11.867,0.286,149.79,67
0Xen6Y4p2soxvsUTlF0IUn,Maren Morris,Common (feat. Brandi Carlile),0.46,0.737,-5.332,0.382,104.715,67
69WkwzVjQS4Dc8QQtpz0qM,Hozier,Nobody,0.677,0.833,-4.997,0.631,90.997,67
1AGPmw3QJBNfOK6XioDhZp,Future,Never Stop,0.571,0.556,-5.857,0.0762,155.465,67
0zVDNjVPGARqeYN7tOHd9C,NAV,I'm Ready,0.829,0.719,-5.843,0.62,156.054,67
5whINh6eBXl8JgI9Cv4KPK,Randy Houser,Our Hearts (feat. Lucie Silvas),0.651,0.704,-6.458,0.417,136.001,67
7CmU7JYRrW3AVko82AnZgo,Logic,Lemon Drop,0.888,0.783,-7.337,0.77,114.969,67
6PyZGb1rB7oLKCICWTmGYa,Maggie Rogers,Say It,0.557,0.496,-7.184,0.248,84.912,67
2kcc5humLS6PKOI9rwvXex,Romeo Santos,El Beso Que No Le Di,0.899,0.725,-3.831,0.961,128.034,67
0pB0CN0dxKKmZghn4gpLhj,Romeo Santos,Millonario,0.891,0.665,-4.186,0.928,125.013,67
4m6WLZKQduuQLd9wvQjOZl,Rockie Fresh,Must Be,0.709,0.77,-4.216,0.463,138.939,67
1sm2qd1FVq2EzPoqXVNLod,Lamb & Mountain,Core,0.258,0.142,-19.058,0.0324,112.677,67
4BBwTC4qpcMrU6d438Up1x,Witt Lowry,HURT,0.692,0.729,-8.261,0.327,129.896,67
2GN8HCRiu9mjeWwNN33Xb4,Rich The Kid,Racks Out,0.895,0.604,-7.213,0.305,93.978,67
2s8w7n22U328L6Pdfwdodg,Logic,I Love You Forever,0.467,0.658,-6.145,0.245,147.903,66
0lZk8fjx0u7hRwEgs7sOKW,Lil Pump,Stripper Name (feat. YG and 2 Chainz),0.938,0.433,-8.156,0.642,99.988,66
1pGcfOz4p1Ds35ICL0lX5k,NAV,Dior Runners,0.856,0.796,-5.322,0.448,162.053,66
13PEyIxcQk8iqLHYLjWXfi,Ariana Grande,7 rings,0.78,0.318,-10.768,0.323,139.982,66
0F7FlaQBiyNkV8iakTocsW,Future,Stick to the Models,0.813,0.543,-6.555,0.165,137.986,66
4cbF3gEX2IZfvt58zQXqvN,2 Chainz,Girl's Best Friend (feat. Ty Dolla $ign),0.898,0.428,-7.465,0.501,99.997,66
2eLPcyGhaTXQBwby9Ey8lG,gnash,t-shirt,0.623,0.526,-8.454,0.577,159.945,66
45of8inTeSajYwPmTzHRRa,Jaden,Watch Me - Remix,0.72,0.895,-1.047,0.407,130.009,66
6Pg3lOfFt49w6mNmmvzJB2,Pink Sweat$,Body Aint Me,0.492,0.173,-11.24,0.336,125.058,66
6hYvw3LLTViP2mT4MpDNmT,Ben Platt,Grow As We Go,0.458,0.137,-14.083,0.437,80.824,66
6ZDQdAeTYt13V67K7LJXDv,Solange,Jerrod,0.409,0.253,-9.88,0.218,114.023,66
4o8Rk1YzdkTxsSEXd3YhAK,Solange,Sound of Rain,0.8,0.526,-6.403,0.454,120.0,66
6kYQKOP3EPbeprB0PEEubB,Ari Lennox,Shea Butter Baby (with J. Cole),0.702,0.614,-4.385,0.047,155.173,66
6Y2DPBV2uBBfqQOPZnW3LD,Grizfolk,Spoonful,0.589,0.665,-6.752,0.462,126.877,66
3EqHFfCSbX4Z1pX8JQ0c0r,MISSIO,I See You,0.461,0.766,-6.875,0.399,169.957,66
0dySWj8I51qHOleWCFAX5g,bbno$,doubles,0.878,0.706,-6.828,0.465,132.027,66
0GDlfD2tm6pejevucQT8IN,H.1,Nothing changes: everything is different,0.573,0.177,-18.774,0.312,130.187,66
37bWNUTzhM1DvYyOEXY0rC,Intentional Vibes,...There You Are!,0.0797,0.032,-28.533,0.0715,62.399,66
0ijkEO0FxiNofOkQc6aNUo,Melii,HML (feat. A Boogie Wit da Hoodie),0.584,0.711,-4.648,0.338,100.257,66
1Kg99KJWHMNn0IgnEwvWR0,NAV,OK (feat. Lil Durk),0.796,0.637,-6.102,0.403,80.011,66
6kRvtllePaPrrvftGsi9MS,Hardwell,I'm Not Sorry,0.649,0.82,-3.812,0.349,128.096,66
73thBYypIRDkDz9Fw1kgCN,Bethel Music,Stand in Your Love (Live),0.426,0.829,-4.075,0.524,144.834,66
2S8sebSU3YRqFdD7IZw7le,Solange,My Skin My Logo,0.724,0.292,-8.512,0.524,81.409,66
6l82XaHZyodfRvNo85Pdqr,Solange,Time (is),0.493,0.159,-11.048,0.38,116.074,66
6z2O61TBA5HOsVyBesIwWs,Dillon Francis,Change Your Mind,0.719,0.836,-4.843,0.538,100.008,66
6Q1m1GyNxyOwZ2ud3p7XoS,I Prevail,Gasoline,0.546,0.945,-4.399,0.545,135.128,66
6QyBWey7P8ILuhS5RO7xYe,I Prevail,Rise Above It,0.561,0.786,-6.99,0.0907,140.017,66
3R9RSIkgkZXrIgmBHGemlV,Lizzo,Boys,0.892,0.588,-4.287,0.753,120.042,66
6SP30VdncYypcHkkzgbqZb,ILLENIUM,Pray (feat. Kameron Alexander),0.487,0.693,-4.05,0.29,145.937,66
35Rbqn962gEydsN1VKOC3T,Boogie,Soho (feat. JID),0.792,0.603,-7.216,0.515,137.088,66
2U3LJfQB0ALLxC7Yy0QW7l,Future,Unicorn Purp (feat. Young Thug & Gunna),0.833,0.761,-4.905,0.377,134.047,66
6ctlpLPyLH3R1V16fxoOWE,Hozier,Talk,0.397,0.538,-6.503,0.247,154.342,66
74mGikI3P484sQAFSnjNuV,Maren Morris,The Feels,0.694,0.788,-5.33,0.903,96.981,66
7kVNc3Mpzc9iOjqnai93E3,NAV,8 To A 4,0.805,0.561,-6.546,0.569,162.047,66
4rcSvYi807urIIqfeX3tBo,Hozier,Nina Cried Power (feat. Mavis Staples),0.365,0.875,-3.228,0.655,98.708,66
3vmsnZF4KPLjbDgZEqwTdL,Quinn XCII,Life Must Go On,0.715,0.551,-6.486,0.528,90.924,66
1OfEfwXp9IKC5qRTtiGUWg,George Strait,Every Little Honky Tonk Bar,0.66,0.83,-5.099,0.856,122.079,66
4xEHlCgoKd4RdrS79OPn9y,Hozier,As It Was,0.398,0.154,-11.395,0.155,173.589,66
5eWxOg6tDkf5tJagNuVSbo,Maren Morris,All My Favorite People (feat. Brothers Osborne),0.534,0.919,-4.0,0.554,83.95,66
5lEBksW3vntnNLDr2f5QUv,Quinn XCII,Holding Hands (feat. Elohim),0.67,0.451,-9.59,0.398,155.98,66
6mNqjI8t57Iwaz21IS7cl0,Tom Petty,Runnin' Down A Dream,0.471,0.956,-6.371,0.715,169.798,66
2jKIBHSsUaF3cPCcGbR56U,Gabby Barrett,I Hope,0.574,0.537,-6.226,0.382,74.997,66
4zvvvHm0b5CBl37tocxm7n,Hozier,Sunlight,0.464,0.559,-4.209,0.368,115.349,66
6voi5xnLs9JKmWG2oLmgDU,Chris Young,Raised on Country,0.572,0.794,-3.224,0.79,148.095,66
6001xXfECxjyKrrbbRF0Vl,Saweetie,Tip Toes (feat. Quavo),0.911,0.636,-6.202,0.431,88.956,66
1H4pOx4uI7BdxM2RL3D99f,Quin Nfn,Talkin' My Shit,0.951,0.322,-13.615,0.366,126.01,66
0Ek0FqiDPgg1kZlF3lwlEA,2 Chainz,I Said Me,0.709,0.503,-5.762,0.26,87.673,66
5xGOQeQYQPxks7UzTgGywK,Cheat Codes,Be The One (with Kaskade),0.751,0.763,-7.764,0.444,126.073,66
5HllOy0J5LuH96EzMLGCPe,Dance Gavin Dance,Head Hunter,0.458,0.969,-4.031,0.421,75.001,66
3U3gHqRwjam6CxwW68m30z,Lil Tjay,Resume,0.821,0.485,-12.369,0.41,143.026,66
03yX0WgZGT6DM3GNLSu4f1,NAV,Time Piece (feat. Lil Durk),0.847,0.363,-7.535,0.174,140.077,66
2BxpnZOmEu9RQsAlJtt0pb,Logic,DeLorean,0.745,0.416,-5.772,0.18,99.975,66
0SsTkfOhM7e87trwjEqBQN,DaBaby,Pony,0.92,0.622,-6.388,0.815,119.962,66
2gXOzCwbVXACCaYRj4Qrep,Future,Temptation,0.66,0.55,-6.744,0.299,130.004,66
3j74Rz7pfvxd621GXbYMJY,Lil Pump,Be Like Me (feat. Lil Wayne),0.948,0.396,-8.08,0.593,104.006,66
2zHgz7X52WqdckhjMJj6mt,Romeo Santos,ileso,0.747,0.827,-3.019,0.958,151.014,66
3cdTfwai1PtCGOd9DIBMNU,Romeo Santos,Amor Enterrado,0.863,0.681,-2.801,0.963,117.976,66
7EB2UpfRbS4QVjZQlKLi3Z,Future,Promise U That,0.638,0.568,-6.579,0.446,127.806,66
6zl319nC7f5Xnw1tVq0UCK,DDG,Hold Up (feat. Queen Naija),0.517,0.58,-5.501,0.649,171.505,66
2kvwSbG26eHKUJdvH7DiR2,Maggie Rogers,On + Off,0.593,0.592,-6.162,0.255,129.958,66
301E9bwin8Gh2PCp0doIDz,Romeo Santos,Me Quedo,0.838,0.75,-3.09,0.887,128.052,66
158ryJ8xp3ixTm3rJc1mhv,Vampire Weekend,Unbearably White,0.531,0.422,-7.081,0.579,188.056,65
4HGwlPELgeqGz0ndBxHtkh,Logic,Vacation From Myself,0.644,0.68,-7.574,0.768,164.922,65
1mMcmRSdnLLu4UdQogH6zf,I Prevail,DOA,0.523,0.47,-7.031,0.0829,87.522,65
71dTM2TuRg2Xg6l6WBGeTv,Theta Aum,Theta Drone - Awareness,0.15,0.0451,-24.147,0.0314,71.317,65
7hfi4ZTfV7akmGINh6qYCF,Hozier,Be,0.227,0.798,-3.901,0.174,94.533,65
1R1NwL3p27XZC9n5xpP8LE,Lizzo,Cuz I Love You,0.566,0.66,-4.039,0.52,162.159,65
7uxbabRF4omY1MhmIgaZ6Y,DaBaby,Celebrate (feat. Rich Homie Quan),0.664,0.672,-5.306,0.657,139.887,65
6jChisgoIfN75H4RMcGvfL,NAV,Stuck With Me,0.744,0.584,-6.128,0.257,85.018,65
6hwmqR7uQhytLnJzt1RVPF,Romeo Santos,Años Luz,0.838,0.641,-4.301,0.915,127.989,65
3hPFmyctDusOxzqdpB72EJ,Mac DeMarco,All Of Our Yesterdays,0.781,0.431,-10.375,0.57,142.923,65
0OHITRa9pUZN2As1PEBS0b,QUIX,Berserk (feat. Yung Bambi),0.734,0.968,-3.105,0.932,150.046,65
4odbaySGxXOgH7ISBUfgvg,NAV,Know Me,0.925,0.575,-5.992,0.165,142.047,65
6Y9P646HsmJtZEE2zmgHeF,Romeo Santos,Los Últimos,0.903,0.656,-3.953,0.868,122.057,65
4XzCEurXfdtL3mj4dU6le0,Cuco,Hydrocodone,0.769,0.616,-5.189,0.445,119.948,65
07HJu7NuUxcZTFSHvQEXCu,Tranquility Spree,Binaural Gamma Sinus 40 Hz Drone II,0.147,0.0426,-26.037,0.0729,141.647,65
5ocuRCDSWiUMZcWI4Utd9g,Cooliecut,Over the Rainbow,0.709,0.702,-7.49,0.613,123.622,65
463tgcRq1U8CA5ZVFTtyaj,Hijos De Leyva,Humo Trankilizante,0.78,0.457,-8.502,0.867,109.991,65
4q91GjZYQAZWICmRaOu04F,Solange,Beltway,0.313,0.189,-17.556,0.0391,116.314,65
4AVTXON0uHQZFvtzrAEo4K,XLD Library,Gamma 120 Hz - L 170 Hz - R,0.158,0.039,-26.082,0.0324,136.888,65
1NlWBpNYAnFT7gMGyC0Y1M,Mereba,Sandstorm (feat. JID),0.637,0.512,-10.027,0.33,109.492,65
3H6N95PUqsD5iOzPOtDmDy,Delta Hz,Binaural Drone 90 Hz - 94 Hz,0.202,0.0256,-30.112,0.0803,128.13,65
74QQKW9sp5W60iQIugME8e,Global Dan,W.A.N.T.S,0.661,0.56,-10.551,0.395,159.994,65
3yhlH8lhTpS03d91kuwjpf,Tierra Whack,Wasteland,0.511,0.441,-10.264,0.382,125.117,65
5jmYu7XY4zd3mJfizA8t1K,I Prevail,Let Me Be Sad,0.478,0.574,-5.645,0.0407,129.02,65
773YNtbrxwrlIQ3gcDFkN4,Josh A,Used to,0.75,0.473,-7.162,0.49,79.986,65
7L9ALJWkzhhG6y9iFbQvbo,NAV,Athlete,0.844,0.702,-6.224,0.273,152.955,65
4KhMkiipzCiiP0CbO5aAQg,Tank,Dirty,0.717,0.486,-5.664,0.072,86.58,65
7AOR3bPPaLBJKJB9EMURxI,Col3trane,Superpowers (with GoldLink),0.824,0.371,-9.816,0.404,85.055,65
5naar7XewEOAjOywIp6Jjq,Wallows,Remember When,0.504,0.708,-5.896,0.51,82.009,65
7jQiYVASBtUmgD7zN2wQhk,Back 2 Sleep,Delta Sinus 160 Hz - L 161 Hz - R - Drone,0.171,0.00886,-35.964,0.0355,72.323,65
0fzFidsOykOCSMsby6Gmm6,Primer Dia,Magnetic,0.184,0.194,-18.356,0.0363,76.416,65
4dporMRQqdmQQEMEz8RVTW,Herencia de Patrones,Es Dificil Ser Un Santo,0.651,0.492,-9.013,0.82,165.903,65
754yQK0LJOwE7NJK28So3E,MARINA,Enjoy Your Life,0.709,0.822,-4.565,0.661,113.993,65
6axvsEl14rlaUWKEt9CSFR,Maggie Rogers,The Knife,0.664,0.753,-4.734,0.786,95.036,65
7D3fFG8XtOI7v0pD2fUmsr,Vampire Weekend,2021,0.815,0.284,-7.057,0.449,73.785,65
2SHbF9xWleu30pAHfOZaEn,Dylan Scott,Nobody,0.573,0.747,-6.46,0.645,79.952,65
4B0r8wQP0qfyDFaPs4Rjnz,10k.Caash,Aloha (feat. G.U.N.),0.864,0.223,-13.705,0.635,129.827,65
1WlU4jsJ8AoTB96dgd8LJA,Future,Call the Coroner,0.853,0.805,-3.331,0.879,134.55,65
2zkCbezif5Vb2XeCyFaEwn,Comethazine,I BE DAMNED,0.686,0.83,-5.202,0.758,162.149,65
1pNUmVxDiE8t6P1XxcZAv8,Wallows,Scrawny,0.639,0.816,-5.28,0.802,138.008,65
0F7oaq4qpD7ijADV6gJBwe,YNW Melly,Beat A N*gga Block,0.757,0.565,-7.366,0.318,164.8,65
0Uw8pWFNcZwt3wrRPPwp4s,Logic,Best Friend,0.425,0.46,-7.381,0.561,78.539,65
52mXzUl4zRM6XC5hAxs1oh,Flo Milli,Beef FloMix,0.903,0.555,-8.848,0.873,116.043,65
5KBARWIxeMGkvUax9VtVC9,Saweetie,My Type,0.899,0.811,-6.294,0.587,105.038,65
6bt1R3HFqITysmy3W88M3c,Judah & the Lion,pictures (feat. Kacey Musgraves),0.567,0.542,-6.64,0.229,125.16,65
0DlMSBJh9uo52DieTYVXLw,Maggie Rogers,Back In My Body,0.442,0.753,-6.073,0.276,163.951,65
6r5tlCMur8Vngv3n0DzOFl,Judah & the Lion,Over my head,0.454,0.924,-4.38,0.505,150.967,65
6QFzUXTIZXOLesQcgmGOsR,Future,Goin Dummi,0.888,0.665,-7.055,0.568,78.021,65
3dlCF1mzW1UKMOb4b1XN17,Jake Owen,I Was Jack (You Were Diane),0.612,0.878,-3.556,0.599,94.014,65
0lTn7yYpzftkx4UzNNwVby,Maren Morris,Make Out With Me,0.352,0.649,-6.47,0.642,66.745,65
3OhF89cVIbCq5oG4syZ3dr,Passion,Follow You Anywhere - Live,0.144,0.644,-6.666,0.138,185.57,64
3TFbIkQPYihgiDl4CkFdBC,XLD Library,Gamma 200 Hz - L 250 Hz - R,0.172,0.0379,-34.829,0.0244,67.265,64
1luVPNhyJQbG79KL7ickl3,Comethazine,ONMYGRANNYKIDS,0.879,0.575,-6.915,0.844,140.028,64
5VV9fAmGLlXsK568Uax9A2,Mindful Behaviour,Alpha 8 Hz,0.243,0.0632,-31.781,0.0531,137.632,64
2aR4gdgyCgacqHGqUZ91YS,Future,Talk Shit Like a Preacher,0.878,0.452,-8.695,0.425,154.035,64
0hyVcO1sh9NkHmKHs3veRz,Ben Platt,Older,0.543,0.467,-5.617,0.245,81.03,64
1NEJ8gJxZ12mBertXyrRb5,Sara Bareilles,A Safe Place to Land (feat. John Legend),0.423,0.253,-13.259,0.161,129.656,64
22i86sVWNjLu7fttP4gA02,The Head and the Heart,Honeybee,0.642,0.52,-7.886,0.488,136.014,64
53OvBqtojrI9EUmuskfKlJ,Delta Hz,Binaural Drone 90 Hz - 91 Hz,0.155,0.0188,-30.029,0.396,139.867,64
06lN1srNhY4GlFnUbZGcwt,Fuerza Regida,Grafiteando Paredes,0.757,0.429,-6.443,0.908,118.09,64
3pfuy1uQhG7g6Ttbo2Jh0N,Omar Apollo,Trouble,0.665,0.349,-11.459,0.244,123.031,64
5VHzuy8pL5n58n0DRYkq8Q,Maren Morris,Gold Love,0.663,0.74,-6.405,0.558,92.009,64
6cVFyXSMC9OFCcydD0Yld4,LANCO,Rival,0.482,0.892,-3.634,0.734,82.03,64
001UkMQHw4zXfFNdKpwXAF,Brooks & Dunn,Brand New Man - with Luke Combs,0.573,0.846,-4.866,0.562,127.061,64
6y0mWieDVu5eca73zgoI3d,Hillsong UNITED,Whole Heart (Hold Me Now) - Live,0.318,0.588,-8.614,0.11,161.837,64
5oXsLCXnF1VHp36tyWfYs3,Curren$y,Plan of Attack,0.801,0.756,-5.42,0.639,136.006,64
6aYi4lYcAohNhlNWsbWfy0,DaBaby,Walker Texas Ranger,0.873,0.682,-5.869,0.799,157.943,64
2xyIwHKujL7tSgkK2Waj2s,R3HAB,All Around The World (La La La),0.733,0.859,-5.03,0.52,124.948,64
47yypFbq6fu3yUvFoaf2UN,Morgan Wallen,Cover Me Up,0.461,0.437,-8.285,0.194,128.132,64
6sQV97oENBDxUKfK6cgL2y,Fitz and The Tantrums,123456,0.715,0.96,-5.091,0.809,169.977,64
0vEKC0xfGbwnrx1po4C38k,Bazzi,Caught In The Fire,0.728,0.705,-5.81,0.308,165.002,64
2nHuAhUwIG29RYVD1zcUX2,Hunter Hayes,Heartbreak,0.606,0.805,-5.399,0.725,96.995,64
1xhgWepLEOZ6n5JC4tCenV,Momento,Oftenness,0.209,0.0709,-28.382,0.0481,131.893,64
5foPGlyY3O4uSrFGhfUKGW,Quinn XCII,Werewolf (feat. Yoshi Flower),0.694,0.557,-6.686,0.684,161.887,64
4N3uRLsbsG3TMrYqPZy3v4,NAV,Never Know,0.777,0.472,-7.174,0.413,127.033,64
0c7K73roy6RW4ebDkf4yGh,24kGoldn,Valentino,0.745,0.718,-4.853,0.539,151.097,64
5UYFqUJBBVgpGqdONKbH3t,Florida Georgia Line,Women,0.368,0.592,-4.317,0.451,117.988,64
465mhRDuwxjrJ61UrvRvrZ,Future,Krazy but True,0.738,0.499,-7.456,0.314,73.152,64
6uIpf2e5PrB0ZMufi0AWpL,DaBaby,Joggers (feat. Stunna 4 Vegas),0.772,0.659,-5.388,0.815,143.716,64
59ttRCDKCMD8Aq0xrFHnrP,Back 2 Sleep,Delta Sinus 125 Hz - L 126 Hz - R - Drone,0.457,0.00166,-30.685,0.0338,60.001,64
7nLDTwNkVr4RWPjJCdYv5b,Tiësto,My Whistle,0.699,0.919,-3.847,0.447,128.049,64
3w15SEPuv2VCTQpO2kQUM3,Back 2 Sleep,Delta Sinus 125 Hz - L 128 Hz - R - Drone,0.268,0.00221,-35.2,0.0592,70.437,64
64Zm9wNGj6coqg4zsb0Soj,George Strait,Every Little Honky Tonk Bar,0.66,0.83,-5.099,0.856,122.079,64
5mmEDGjJlUe1IlxsWUyS9K,YNW Melly,Ingredients (feat. Fredo Bang),0.568,0.724,-4.651,0.59,170.062,64
4EXviOZCqX04SnoZpMWymT,Gabbie Hanna,Medicate,0.777,0.539,-6.234,0.225,112.407,64
4ezCwgeG8vFDxvNtiUGMmm,Cody Johnson,Understand Why,0.524,0.802,-4.205,0.601,140.064,64
5DbIxurVkaHTfrS1BsMj8i,Kevin Gates,Right Game Wrong N****,0.568,0.643,-6.035,0.708,103.353,64
3mJiMnKrpIYSNRRFounMtY,Julia Michaels,What A Time (feat. Niall Horan),0.538,0.463,-6.185,0.376,132.944,64
4YyFPFJMrJcWdsdLPmgpiG,Romeo Santos,Intro,0.462,0.208,-12.624,0.42,90.238,64
18LVTbRPKBFyuXI26lAITe,MARINA,True,0.704,0.741,-4.779,0.569,121.994,64
3lHtxy7keWMXYBQU5LkUXH,Maggie Rogers,Retrograde,0.73,0.774,-5.5,0.326,101.01,64
226TUHo7YO5d5ceR0sg1aG,Maren Morris,To Hell & Back,0.463,0.71,-7.051,0.44,78.144,64
6FiuZPzrZkHNHrvXZvcDz5,Cuco,Fix Me,0.721,0.552,-8.568,0.186,106.028,64
0HHD15EtlOlpYmrYInqXjR,Tranquility Spree,Binaural Gamma Sinus 100 Hz Drone II,0.172,0.0266,-30.8,0.0263,125.602,64
5aINJWtQyHHpSnIk5kdI16,Ivo Phi,Binaural Theta Sinus - 100 Hz - L 106 Hz - R,0.21,0.0402,-25.404,0.149,68.207,64
3hYKgk38xGR6pGjgTkFN99,2 Chainz,"I'm Not Crazy, Life Is (feat. Chance The Rapper, Kodak Black)",0.637,0.639,-5.834,0.345,75.489,64
29H8RkqW9GaFy8tdjriuX3,J. Cole,MIDDLE CHILD,0.839,0.365,-11.833,0.448,124.009,64
5yU3w1RzMZpSWytWAU9iyN,Quinn XCII,Autopilot,0.811,0.621,-6.957,0.899,94.992,64
6oGymcECsbc3HeD17rLPLR,Maren Morris,RSVP,0.687,0.575,-7.243,0.372,124.976,64
